casus,numerus,scriptum,genus
nominativus,singularis,ego
genitivus,singularis,meī
dativus,singularis,mihi
accusativus,singularis,mē
ablativus,singularis,mē
nominativus,pluralis,nōs
genitivus,pluralis,nostrum
dativus,pluralis,nōbīs
accusativus,pluralis,nōs
ablativus,pluralis,nōbīs
