gradus,numerus,casus,genus,scriptum
positivus,singularis,ablativus,,ī
positivus,singularis,locativus,,ī
positivus,singularis,nominativus,neutrum
positivus,singularis,accusativus,neutrum
positivus,singularis,vocativus,neutrum
positivus,singularis,nominativus,masculinum
positivus,singularis,vocativus,masculinum
positivus,singularis,nominativus,femininum
positivus,singularis,vocativus,femininum
