numerus,casus,scriptum,genus,gradus
singularis,ablativus,ī
singularis,locativus,ī
singularis,nominativus,neutrum
singularis,accusativus,neutrum
singularis,vocativus,neutrum
singularis,nominativus,masculinum
singularis,vocativus,masculinum
singularis,nominativus,femininum
singularis,vocativus,femininum
